ticket_id,title,description,priority,status,component,reporter,assignee,environment,sdlc_phase,created_date,resolved_date,time_spent_minutes,browser,os
JIRA-1509,Session timeout too short,Bug found in payment module.,P3,Resolved,api-gateway,john.doe@company.com,john.doe@company.com,Production,Development,1719069780.0,2024-07-07 19:53:00,N/A,Firefox,Windows 10
JIRA-2786,Null pointer exception in auth module,Bug found in db module.,P2,Done,payment-gateway,jane.smith@company.com,dev.lead@company.com,UAT,,,2024-10-18 15:43:00,65,FIREFOX,macOS
JIRA-1413,File upload fails for PDF files,Bug found in db module.,P0,IN_PROGRESS,AUTH,dev.lead@company.com,,development,Dev,,,14.9,Firefox,iOS
JIRA-1125,Form validation bypassed on submit,Bug found in payment module.,,RESOLVED,user-dashboard,dev.lead@company.com,,PROD,DESIGN,,2025-01-19 22:56:00,2 hours,chrome,ubuntu
JIRA-2101,Email notifications not being sent,Bug found in db module.,Critical,Complete,Backend,UNKNOWN,jane.smith@company.com,Production,Requirements,1715367660.0,,2 hours,,Mac
JIRA-2150,Password reset link expired instantly,Bug found in auth module.,,InProgress,api-gateway,UNKNOWN,john.doe@company.com,DEV,Testing,09-Jun-2024 05:33:00,N/A,1 day,FIREFOX,Win10
JIRA-2519,Timezone conversion incorrect,Bug found in auth module.,Critical,REOPENED,UI,UNKNOWN,qa.team@company.com,development,Deployment,,2024-08-19 20:32:00,,Safari,macOS
JIRA-2054,Memory leak in background service,Bug found in dashboard module.,CRITICAL,Open,Payment,jane.smith@company.com,qa.team@company.com,Testing,Requirements,1720949160.0,2024-07-21 13:56:00,0,,iOS
JIRA-1077,Slow query on reports page,Bug found in api module.,Trivial,Reopened,,UNKNOWN,john.doe@company.com,PROD,requirements,02/12/2024 11:58,,N/A,FIREFOX,Win10
JIRA-2872,Memory leak in background service,Bug found in api module.,,Closed,API,qa.team@company.com,john.doe@company.com,QA,Testing,2024-12-12 17:30:00,,0,IE,macOS
JIRA-2783,UI overlapping on dashboard widgets,Bug found in dashboard module.,Medium,TODO,Notifications,jane.smith@company.com,qa.team@company.com,Testing,QA,08/30/2024 12:34,09/19/2024,,Edge,ubuntu
JIRA-1537,Login button not responding on mobile,Bug found in dashboard module.,CRITICAL,Re-opened,,dev.lead@company.com,,Production,QA,28-Jan-2024 07:57:00,N/A,N/A,Safari,
JIRA-1859,Password reset link expired instantly,Bug found in auth module.,,Working,api-gateway,,jane.smith@company.com,Testing,QA,2024-09-22 15:20:00,Not Yet,0,Firefox,macOS
JIRA-2930,Mobile app crashes on startup,Bug found in payment module.,CRITICAL,Closed,Payment,product@company.com,product@company.com,development,QA,2024-04-21 17:52:00,Not Yet,-1,Chrome,Windows 10
JIRA-1663,Export to CSV produces empty file,Bug found in api module.,MEDIUM,,API,,UNKNOWN,prod,QA,25-May-2024 14:31:00,06/11/2024,379,Firefox,Android
JIRA-2657,Session timeout too short,Bug found in auth module.,P3,New,Dashboard,UNKNOWN,,Staging,Design,02/08/2024 17:10,2024-03-10 14:10:00,-1,Edge,Windows 10
JIRA-2946,Session timeout too short,Bug found in api module.,Minor,Open,Backend,qa.team@company.com,product@company.com,Development,DESIGN,01-Sep-2024 04:18:00,2024-09-06 20:18:00,1 day,Edge,Linux
JIRA-2797,Payment gateway returns 500 error,Bug found in api module.,Trivial,TODO,Database,jane.smith@company.com,qa.team@company.com,Testing,Design,28-Jul-2024 17:24:00,N/A,N/A,Chrome,iOS
JIRA-2753,Database timeout on user search,Bug found in db module.,Critical,Working,PAYMENT,,dev.lead@company.com,Staging,Deployment,27-Jan-2024 05:51:00,Not Yet,-1,Safari,Linux
JIRA-2684,User permissions not applied correctly,Bug found in db module.,P1,Closed,API,,jane.smith@company.com,QA,,06/10/2024 14:22,2024-06-21 08:22:00,0,,Android
JIRA-2775,Export to CSV produces empty file,Bug found in api module.,Medium,CLOSED,AUTH,qa.team@company.com,dev.lead@company.com,production,Dev,,,,Firefox,Win10
JIRA-2954,Login button not responding on mobile,Bug found in payment module.,LOW,Open,EMAIL,dev.lead@company.com,UNKNOWN,Production,Dev,1731888180.0,2024-11-23 13:33:00,-1,Chrome,macOS
JIRA-2217,User permissions not applied correctly,Bug found in api module.,Medium,REOPENED,EMAIL,jane.smith@company.com,product@company.com,PROD,Maintenance,01-Oct-2024 20:07:00,10/04/2024,2 hours,,
JIRA-2379,Session timeout too short,Bug found in api module.,MEDIUM,InProgress,api-gateway,,jane.smith@company.com,staging,Design,1705742460.0,N/A,359,IE,Android
JIRA-2672,Form validation bypassed on submit,Bug found in dashboard module.,MEDIUM,Closed,API,,,prod,Dev,02/29/2024 20:08,,1 day,Chrome,ubuntu
JIRA-2221,UI overlapping on dashboard widgets,Bug found in payment module.,Low,Complete,Authentication,jane.smith@company.com,product@company.com,STAGE,Development,08-Apr-2024 05:23:00,,1 day,chrome,Mac
JIRA-1101,Timezone conversion incorrect,Bug found in dashboard module.,Minor,Open,auth-service,qa.team@company.com,john.doe@company.com,QA,requirements,03-Nov-2024 00:16:00,,N/A,Chrome,Mac
JIRA-1696,Payment gateway returns 500 error,Bug found in api module.,LOW,Fixed,AUTH,jane.smith@company.com,,UAT,requirements,25-Mar-2024 18:14:00,,,Edge,ubuntu
JIRA-1458,Payment gateway returns 500 error,Bug found in auth module.,Critical,Closed,payment-gateway,jane.smith@company.com,product@company.com,QA,QA,1707805080.0,02/21/2024,1 day,Edge,macOS
JIRA-1869,File upload fails for PDF files,Bug found in payment module.,Trivial,InProgress,api-gateway,product@company.com,qa.team@company.com,Staging,DESIGN,,,,,ubuntu
JIRA-1592,Email notifications not being sent,Bug found in db module.,MEDIUM,TODO,Payment,john.doe@company.com,,,Design,,Not Yet,-1,Edge,iOS
JIRA-2203,File upload fails for PDF files,Bug found in api module.,P2,Complete,api-gateway,product@company.com,dev.lead@company.com,development,DESIGN,16-Aug-2024 15:47:00,2024-08-21 21:47:00,169,Edge,Win10
JIRA-2200,UI overlapping on dashboard widgets,Bug found in auth module.,,TODO,PAYMENT,,,prod,,21-Dec-2024 05:54:00,,2 hours,Safari,iOS
JIRA-2726,Chart rendering fails with large datasets,Bug found in db module.,P0,Working,auth-service,product@company.com,product@company.com,staging,Dev,2024-07-14 01:14:00,2024-08-05 22:14:00,,Safari,Win10
JIRA-1747,API rate limiter not working,Bug found in dashboard module.,P2,RESOLVED,user-dashboard,UNKNOWN,UNKNOWN,Production,QA,2024-02-07 21:18:00,03/04/2024,1 day,Edge,
JIRA-2065,Session timeout too short,Bug found in auth module.,Trivial,OPEN,notification-service,qa.team@company.com,,prod,Development,2024-04-01 00:13:00,N/A,-1,Safari,Android
JIRA-2367,File upload fails for PDF files,Bug found in db module.,MEDIUM,Fixed,Notifications,john.doe@company.com,qa.team@company.com,prod,Requirements,,Not Yet,0,IE,iOS
JIRA-1087,CSS broken on Safari browser,Bug found in db module.,Normal,Resolved,Payment,dev.lead@company.com,john.doe@company.com,Development,Maintenance,1708214340.0,Not Yet,0,chrome,macOS
JIRA-1052,API rate limiter not working,Bug found in payment module.,Medium,Open,database,,product@company.com,prod,QA,2024-12-28 04:18:00,,400,Chrome,Windows 10
JIRA-1890,File upload fails for PDF files,Bug found in payment module.,Major,Re-opened,Notifications,product@company.com,,Testing,Testing,07/04/2024 23:03,07/26/2024,1 day,Edge,macOS
JIRA-2132,API rate limiter not working,Bug found in payment module.,P0,Complete,EMAIL,john.doe@company.com,UNKNOWN,Testing,Design,1721914200.0,,214,FIREFOX,iOS
JIRA-2299,Session timeout too short,Bug found in db module.,MEDIUM,InProgress,Database,jane.smith@company.com,UNKNOWN,Staging,Deployment,07/01/2024 21:50,N/A,-1,FIREFOX,ubuntu
JIRA-1234,UI overlapping on dashboard widgets,Bug found in db module.,P0,Done,Authentication,UNKNOWN,UNKNOWN,Development,Deployment,28-Aug-2024 10:16:00,N/A,N/A,chrome,Win10
JIRA-1599,Mobile app crashes on startup,Bug found in auth module.,High,Resolved,database,product@company.com,john.doe@company.com,QA,Maintenance,2024-11-04 10:19:00,Not Yet,-1,Firefox,Windows 10
JIRA-2152,Null pointer exception in auth module,Bug found in api module.,Critical,CLOSED,user-dashboard,jane.smith@company.com,john.doe@company.com,staging,Maintenance,25-Mar-2024 17:39:00,2024-04-25 02:39:00,2 hours,,Android
JIRA-2149,Form validation bypassed on submit,Bug found in dashboard module.,Critical,Resolved,Database,qa.team@company.com,dev.lead@company.com,production,Requirements,2024-03-01 14:04:00,Not Yet,177,Chrome,ubuntu
JIRA-1163,Slow query on reports page,Bug found in auth module.,Minor,RESOLVED,api-gateway,john.doe@company.com,john.doe@company.com,PROD,Deployment,1727627460.0,N/A,0,Edge,Windows 10
JIRA-2552,Database timeout on user search,Bug found in payment module.,Trivial,Reopened,payment-gateway,dev.lead@company.com,,DEV,Maintenance,2024-04-11 22:22:00,,1 day,chrome,ubuntu
JIRA-1477,Slow query on reports page,Bug found in db module.,P0,OPEN,Payment,UNKNOWN,,prod,Deployment,,,28.9,IE,
JIRA-2460,Chart rendering fails with large datasets,Bug found in auth module.,P1,Fixed,Authentication,qa.team@company.com,jane.smith@company.com,stg,Maintenance,15-Jul-2024 13:46:00,07/18/2024,N/A,Chrome,
JIRA-2373,Database timeout on user search,Bug found in dashboard module.,P0,Done,UI,,,DEV,Testing,02-Mar-2024 09:13:00,,2 hours,Edge,Android
JIRA-2911,CSS broken on Safari browser,Bug found in dashboard module.,Trivial,Open,DB,product@company.com,,,Dev,02/01/2024 09:15,,29.4,FIREFOX,ubuntu
JIRA-1758,Chart rendering fails with large datasets,Bug found in auth module.,P3,Resolved,PAYMENT,,dev.lead@company.com,UAT,requirements,05/15/2024 17:31,2024-06-03 12:31:00,0,FIREFOX,iOS
JIRA-1504,Payment gateway returns 500 error,Bug found in payment module.,Low,CLOSED,API,jane.smith@company.com,john.doe@company.com,DEV,Design,2024-09-08 19:11:00,,1 day,chrome,Linux
JIRA-2935,Email notifications not being sent,Bug found in payment module.,P1,New,Dashboard,jane.smith@company.com,UNKNOWN,Staging,Design,,N/A,294,Edge,ubuntu
JIRA-1658,Memory leak in background service,Bug found in payment module.,Minor,TODO,EMAIL,,product@company.com,development,Deployment,2024-08-15 09:23:00,Not Yet,2 hours,FIREFOX,Win10
JIRA-2578,File upload fails for PDF files,Bug found in auth module.,Major,,Notifications,dev.lead@company.com,john.doe@company.com,Staging,DESIGN,,Not Yet,-1,Chrome,Mac
JIRA-2406,UI overlapping on dashboard widgets,Bug found in api module.,Blocker,,DB,john.doe@company.com,qa.team@company.com,PROD,Deployment,1706061060.0,,3.4,,Windows 10
JIRA-1164,User permissions not applied correctly,Bug found in db module.,Normal,CLOSED,EMAIL,,,prod,,,N/A,1 day,chrome,
JIRA-1449,Email notifications not being sent,Bug found in dashboard module.,MEDIUM,Verified,notification-service,john.doe@company.com,,prod,Development,,,-1,chrome,
JIRA-1807,API rate limiter not working,Bug found in auth module.,Major,OPEN,,product@company.com,dev.lead@company.com,UAT,,,Not Yet,-1,Edge,Windows 10
JIRA-1644,Slow query on reports page,Bug found in api module.,Low,Reopened,Notifications,qa.team@company.com,qa.team@company.com,production,DESIGN,31-Mar-2024 10:14:00,04/27/2024,,chrome,Linux
JIRA-1124,UI overlapping on dashboard widgets,Bug found in dashboard module.,HIGH,TODO,PAYMENT,qa.team@company.com,,,Requirements,2024-09-30 05:55:00,,290,Firefox,Mac
JIRA-2860,User permissions not applied correctly,Bug found in auth module.,Medium,CLOSED,DB,,product@company.com,Production,Testing,04-May-2024 17:59:00,05/08/2024,,Chrome,Android
JIRA-2162,User permissions not applied correctly,Bug found in dashboard module.,Low,Verified,Authentication,,,stg,Requirements,1704312480.0,N/A,N/A,,macOS
JIRA-2223,UI overlapping on dashboard widgets,Bug found in db module.,Normal,In Progress,Payment,UNKNOWN,dev.lead@company.com,Testing,Dev,01-Jul-2024 23:12:00,Not Yet,1 day,IE,macOS
JIRA-1079,Login button not responding on mobile,Bug found in payment module.,Trivial,Done,user-dashboard,dev.lead@company.com,jane.smith@company.com,DEV,requirements,10-Jan-2024 18:37:00,Not Yet,-1,chrome,
JIRA-2110,Form validation bypassed on submit,Bug found in payment module.,Low,IN_PROGRESS,database,dev.lead@company.com,product@company.com,dev,DESIGN,2024-11-06 23:45:00,,2 hours,Firefox,Android
JIRA-2387,Chart rendering fails with large datasets,Bug found in dashboard module.,High,Closed,DB,,dev.lead@company.com,STAGE,Requirements,,04/02/2024,1 day,chrome,Mac
JIRA-2866,Slow query on reports page,Bug found in dashboard module.,CRITICAL,Open,Authentication,qa.team@company.com,qa.team@company.com,QA,Maintenance,27-Aug-2024 03:55:00,Not Yet,2 hours,FIREFOX,Android
JIRA-1552,Chart rendering fails with large datasets,Bug found in payment module.,P1,Complete,Backend,john.doe@company.com,UNKNOWN,,Design,08/05/2024 21:34,,5,Firefox,ubuntu
JIRA-2297,Payment gateway returns 500 error,Bug found in db module.,P2,Working,PAYMENT,jane.smith@company.com,,UAT,DESIGN,26-Jun-2024 17:18:00,Not Yet,1 day,chrome,Win10
JIRA-1899,File upload fails for PDF files,Bug found in auth module.,P1,In Progress,Payment,UNKNOWN,jane.smith@company.com,UAT,requirements,1726211760.0,N/A,100,Edge,macOS
JIRA-2791,Chart rendering fails with large datasets,Bug found in payment module.,High,InProgress,UI,,,development,Design,,2024-04-29 21:19:00,1 day,,Mac
JIRA-1825,Memory leak in background service,Bug found in api module.,CRITICAL,InProgress,api-gateway,dev.lead@company.com,dev.lead@company.com,PROD,,INVALID_DATE,,228,Edge,Windows 10
JIRA-2278,Email notifications not being sent,Bug found in dashboard module.,Critical,Fixed,Notifications,jane.smith@company.com,UNKNOWN,Production,DESIGN,10/07/2024 21:11,,-1,Edge,macOS
JIRA-2520,Chart rendering fails with large datasets,Bug found in dashboard module.,Major,REOPENED,Notifications,jane.smith@company.com,dev.lead@company.com,STAGE,Design,1711516260.0,N/A,2 hours,IE,macOS
JIRA-1712,Chart rendering fails with large datasets,Bug found in api module.,Normal,REOPENED,Payment,dev.lead@company.com,,STAGE,Requirements,,2024-03-31 20:46:00,-1,Safari,Linux
JIRA-2827,Password reset link expired instantly,Bug found in api module.,Blocker,Fixed,,qa.team@company.com,qa.team@company.com,QA,Dev,07/12/2024 16:57,Not Yet,2 hours,,
JIRA-2298,Timezone conversion incorrect,Bug found in api module.,Normal,,database,qa.team@company.com,,Staging,,2024-11-05 22:50:00,,261,IE,Windows 10
JIRA-1105,Form validation bypassed on submit,Bug found in db module.,P0,Closed,Notifications,john.doe@company.com,product@company.com,staging,Requirements,2024-07-26 16:38:00,N/A,-1,Chrome,Windows 10
JIRA-2486,Session timeout too short,Bug found in db module.,Low,Done,UI,product@company.com,jane.smith@company.com,QA,Maintenance,08-Nov-2024 18:02:00,,0,Firefox,macOS
JIRA-1476,Memory leak in background service,Bug found in auth module.,Minor,Verified,Payment,product@company.com,product@company.com,prod,QA,10/06/2024 20:48,N/A,-1,chrome,macOS
JIRA-1579,API rate limiter not working,Bug found in api module.,P2,Re-opened,API,dev.lead@company.com,product@company.com,DEV,Dev,03-Nov-2024 08:41:00,Not Yet,236,Firefox,ubuntu
JIRA-1853,UI overlapping on dashboard widgets,Bug found in dashboard module.,,In Progress,AUTH,dev.lead@company.com,dev.lead@company.com,staging,DESIGN,1728273540.0,N/A,-1,IE,Mac
JIRA-2304,Email notifications not being sent,Bug found in dashboard module.,Critical,New,notification-service,jane.smith@company.com,product@company.com,staging,Development,INVALID_DATE,,34.1,FIREFOX,Android
JIRA-2852,User permissions not applied correctly,Bug found in api module.,P1,Fixed,auth-service,UNKNOWN,qa.team@company.com,DEV,DESIGN,1724516220.0,Not Yet,-1,Edge,
JIRA-2619,User permissions not applied correctly,Bug found in dashboard module.,P2,Complete,payment-gateway,john.doe@company.com,,staging,Deployment,1707754860.0,N/A,,Safari,Win10
JIRA-2086,Form validation bypassed on submit,Bug found in payment module.,LOW,Closed,api-gateway,jane.smith@company.com,product@company.com,stg,Requirements,2024-04-18 08:49:00,2024-04-19 21:49:00,91,Safari,iOS
JIRA-2155,CSS broken on Safari browser,Bug found in payment module.,High,REOPENED,,dev.lead@company.com,qa.team@company.com,Production,requirements,,06/16/2024,10.7,Chrome,Mac
JIRA-1621,Null pointer exception in auth module,Bug found in auth module.,Trivial,RESOLVED,,dev.lead@company.com,product@company.com,Testing,Development,2024-04-25 23:38:00,,2 hours,,Windows 10
JIRA-2156,Chart rendering fails with large datasets,Bug found in dashboard module.,High,New,AUTH,jane.smith@company.com,qa.team@company.com,development,Design,01-Oct-2024 14:44:00,Not Yet,6.4,IE,Android
JIRA-2985,Mobile app crashes on startup,Bug found in payment module.,Low,,AUTH,john.doe@company.com,product@company.com,Staging,DESIGN,1709606040.0,N/A,1 day,Firefox,macOS
JIRA-1112,Timezone conversion incorrect,Bug found in dashboard module.,HIGH,Re-opened,Authentication,qa.team@company.com,,Development,Development,16-Feb-2024 18:46:00,2024-02-28 15:46:00,0,Edge,macOS
JIRA-2138,API rate limiter not working,Bug found in db module.,High,New,API,john.doe@company.com,UNKNOWN,production,Testing,1720360380.0,07/26/2024,1 day,Safari,Windows 10
JIRA-2932,Session timeout too short,Bug found in dashboard module.,P3,RESOLVED,,dev.lead@company.com,UNKNOWN,Development,requirements,08/04/2024 19:45,,16.6,FIREFOX,Windows 10
JIRA-1269,Chart rendering fails with large datasets,Bug found in api module.,Major,Re-opened,PAYMENT,qa.team@company.com,,QA,Maintenance,2024-12-03 19:13:00,12/06/2024,221,FIREFOX,ubuntu
JIRA-2175,Database timeout on user search,Bug found in api module.,CRITICAL,InProgress,Payment,UNKNOWN,,QA,Testing,1723368360.0,2024-08-28 13:56:00,,IE,iOS
JIRA-1005,Payment gateway returns 500 error,Bug found in auth module.,High,RESOLVED,Payment,jane.smith@company.com,UNKNOWN,Development,requirements,2024-04-11 19:56:00,Not Yet,446,Firefox,Windows 10
JIRA-1190,Null pointer exception in auth module,Bug found in db module.,P1,Open,UI,UNKNOWN,qa.team@company.com,Production,Dev,02/07/2024 08:51,02/12/2024,435,FIREFOX,Mac
